smiles,pathways,superclasses,classes,class_results,superclass_results,pathway_results,isglycoside
CC(C)=CCc1c(OC(=O)c2c(C)cc(O)cc2O)cc(CO)c(CO)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COC1=C(OC)C23CCc4cc(OC)c(OC)cc4C2(CCN3C)CC1=O,['Alkaloids'],['Tyrosine alkaloids'],['Isoquinoline alkaloids'],['Hasubanan alkaloids'],['Tyrosine alkaloids'],['Alkaloids'],False
CC(=CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C,['Terpenoids'],['Steroids'],['Cholestane steroids'],['Ergostane steroids'],['Steroids'],['Terpenoids'],False
COC(=O)C1=CC(OC)=C(Cl)C(=O)C12OC(=O)c1c(O)cc(C)cc1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC=C(C)c1cc(O)c(C)c2c1C(=O)Oc1c(C)c(O)c(Cl)c(C(C)=CC)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
Cn1cncc1C[C@H](/N=C(\O)CCN)C(=O)O,['Amino acids and Peptides'],['Small peptides'],['Dipeptides'],['Aminoacids'],['Small peptides'],['Amino acids and Peptides'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCCC(=N)N)C(=O)NC2CCC(O)C(C2=O)N(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCCN(C)C)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC(=O)c1c(C)c(C)c(OC(=O)c2c(C)c(C=O)c(O)c(C)c2O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC1CC2OC3(CC4(C)C5CCC6C(C)(C)C(O)CC7CC76C5=CCC4(C)C13)OC2C(C)(C)O,['Terpenoids'],['Triterpenoids'],"['Lanostane, Tirucallane and Euphane triterpenoids']",['Cycloartane triterpenoids'],['Triterpenoids'],['Terpenoids'],False
COc1cc(Oc2c(C)c(Cl)c(OC)c(Cl)c2OC)c2c(c1Cl)COC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
C=C1C(O)CCC2(C)c3cc(O)c(C(C)=O)cc3CCC12,['Terpenoids'],['Diterpenoids'],['Norpimarane and Norisopimarane diterpenoids'],['Podocarpane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CCC(C)C(=O)OC1(C)C(C)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,['Alkaloids'],['Ornithine alkaloids'],['Tropane alkaloids'],['Pyrrolizidine alkaloids'],['Ornithine alkaloids'],['Alkaloids'],False
CC1=CC(=O)CC(C)(C)[C@@]1(O)C=C[C@H](C)CO,['Terpenoids'],['Apocarotenoids'],['Megastigmanes'],['Apocarotenoids(ε-)'],['Apocarotenoids'],['Terpenoids'],False
C[C@H]1C[C@H](O)[C@H]2[C@@](O)(C=C[C@@](C)(O)[C@]2(C)C(=O)CCO)C1,['Polyketides'],['Cyclic polyketides'],['Decalins with side chains'],['Monacolins and Monacolin derivatives'],['Cyclic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C2CSC(=N2)C(C)NC(=O)c2coc(n2)C(C)NC(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCCCCC(Br)C(Br)CCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC1OC(C(O)C(C)(O)CO)CC1C1CCC23CC12CCC1C2(C)CCC(OC(=O)C=C(C)C)C(C)(C)C2CC(O)C13C,['Terpenoids'],['Triterpenoids'],"['Lanostane, Tirucallane and Euphane triterpenoids']",['Cycloapotirucallane triterpenoids'],['Triterpenoids'],['Terpenoids'],True
COc1c(O)cc2c(c1CC=C(C)C)OC(=O)c1c(cc(O)c(CC=C(C)C)c1O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)COS(C)(=O)=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=CCc1cc(O)c(O)cc1C(C=C)c1ccc(O)c(O)c1,['Shikimates and Phenylpropanoids'],['Lignans'],['Minor lignans'],['Neolignans'],['Lignans'],['Shikimates and Phenylpropanoids'],False
CCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCCC(=N)N)C(=O)NC2CCC(O)C(C2=O)N(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1=C(c2cc(C)c3cc(C(C)C)ccc(C)c2-3)C(=O)c2c(C)ccc(C(C)C)c2C1=O,['Terpenoids'],['Sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Guaiane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCC(C)C1C(=O)N(C)C(Cc2ccc(OC)c(Cl)c2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(O)CO)C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(OC)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1(O)CC23CCC4C5(C)CCCC4(COC5=O)C2CCC1C3,['Terpenoids'],['Diterpenoids'],['Kaurane and Phyllocladane diterpenoids'],['Norkaurane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
C=C(CCC(C)C1CCC2C3=CCC4C(CO)C(O)CCC4(C)C3CCC21C)C(C)C,['Terpenoids'],['Steroids'],['Stigmastane steroids'],"['Cholestane steroids', 'Ergostane steroids']",['Steroids'],['Terpenoids'],False
CCC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C1OC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
COc1cc(C)c2c3c1COC(C)(O)OC1OC(=O)c4c(O)c(C)c(c(c41)O3)OC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CC(=O)O)NC(C)=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=CC1(C)CC(O)C2(C)C(C1)C(=O)CC1(O)C2C(O)CCC1(C)C,['Terpenoids'],['Diterpenoids'],['Norpimarane and Norisopimarane diterpenoids'],['Pimarane and Isopimarane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
COc1c(C(C)C)cc2ccc3c(c(=O)c2c1O)C=CC(=O)C3(C)C,['Terpenoids'],['Diterpenoids'],['Icetexane diterpenoids'],['Abeoabietane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC1(C)CC2C1(O)CCC1(C)C=CC(O)C21CO,['Terpenoids'],['Sesquiterpenoids'],['Caryophyllane sesquiterpenoids'],['Cuparane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC(C)C1C(OC(=O)c2ccc(O)cc2)CC(C)(O)CC2C1CC1(C)OC21,['Terpenoids'],['Sesquiterpenoids'],['Daucane sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
O=C1NC(C2CCC(Cl)CN2)C(=O)NC1C1CCC(Cl)CN1,['Alkaloids'],['Lysine alkaloids'],['Piperidine alkaloids'],['Quinolizidine alkaloids'],['Lysine alkaloids'],['Alkaloids'],False
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)CCC(=O)O)c(O)c(C(=O)O)c(C)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC(=O)C1C(OC(=O)CCC(C)COC2OC(CO)C(O)C(O)C2O)CC2C3CCC4CC(O)C(O)C(OC5OCC(O)C(O)C5O)C4(C)C3CCC21C,['Terpenoids'],['Steroids'],['Pregnane steroids'],['Cholestane steroids'],['Steroids'],['Terpenoids'],True
COc1cc2c(c(C)c1Cl)Oc1cc(OC)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
COc1cc(C)c2c(c1C)Oc1c(cc(O)c(C(=O)O)c1C)OC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CSCCC1NC(=O)c2csc(n2)C(C)NC(=O)c2nc(oc2C)C(C)NC(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
C=C(C)C1CC(C)(C)C=C2C(C)CCC21,['Terpenoids'],['Sesquiterpenoids'],['Brasilane sesquiterpenoids'],['Africanane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)CC)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2COC1=N2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],"['Cyclic peptides', 'RiPPs-Cyanobactins']",['Oligopeptides'],['Amino acids and Peptides'],False
C/C(=C\CC[C@@H](C)CC(=O)O)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Dicarboxylic acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1C(C)=CC[C@H](C/C=C(\C)CO)C1(C)C,['Terpenoids'],['Carotenoids (C45)'],"['Carotenoids (C45, β-Ψ)']","['Carotenoids (C45, ε-Ψ)']",['Carotenoids (C45)'],['Terpenoids'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(COS(=O)(=O)O)OS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)CC)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1CCC2CC1(C(=O)Cl)C2(C)C,['Terpenoids'],['Monoterpenoids'],['Pinane monoterpenoids'],['Carane monoterpenoids'],['Monoterpenoids'],['Terpenoids'],False
CCCC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(CCC(=O)O)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=CC1(C)CCC2(C)C(CCC(C)(C(=C)C(=O)O)C2CC(=O)OC)C1,['Terpenoids'],['Diterpenoids'],['Erythroxylane diterpenoids'],['Pimarane and Isopimarane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
COC(=O)CCCC#CC#CCCCCCC/C=C/C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
NC(=O)c1cc2c([nH]c3cc(Cl)ccc32)s1,['Alkaloids'],['Tryptophan alkaloids'],['Simple indole alkaloids'],['Carboline alkaloids'],['Tryptophan alkaloids'],['Alkaloids'],False
C=C1CCCC(C)(C)[C@@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-γ)']","['Carotenoids (C40, β-β)']",['Carotenoids (C40)'],['Terpenoids'],False
CC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2N=C1OC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCC(=O)Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCC1CCCC(C)(CO)C2C=CC(C)C12,['Terpenoids'],['Sesquiterpenoids'],['Guaiane sesquiterpenoids'],['Himachalane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC1(CO)CC2CC3(C)C(C2C1)C1OC1C3(C)O,['Terpenoids'],['Sesquiterpenoids'],['Hirsutane sesquiterpenoids'],['Africanane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCCCCCCCCCCC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC(=O)C(CC(C)C)NC(=O)C2C(OC1=O)C(C)CN2C(=O)C(CCC(N)=O)NC(C)=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C(OC2C)C(CC(C)C)NC(=O)c2csc(n2)C(C)NC(=O)C(C(C)O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
C[C@H]1CC[C@H]2C(=CCCC2(C)C)[C@@]1(C)CCC1=CC(=O)OC1O,['Terpenoids'],['Diterpenoids'],['Labdane diterpenoids'],['Halimane diterpenoids'],['Diterpenoids'],['Terpenoids'],True
CCCCCC(Br)C(Br)CC(Br)C(Br)CCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
O=C(O)CCCCCCCCC1C=CCC1,['Fatty acids'],['Fatty Acids and Conjugates'],['Unsaturated fatty acids'],['Carbocyclic fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)C1NC(=O)c2nc(oc2C)C(C)NC(=O)c2csc(n2)C(Cc2cncn2C)NC(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(O)CC12,['Terpenoids'],['Diterpenoids'],['Podocarpane diterpenoids'],['Abietane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(C)=CCc1c(O)cc2c(c1C)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC(C)CCCCCCC/C=C/C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Unsaturated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCc1cc(O)cc(OC)c1C(=O)Oc1c(O)cc(CCCCC)c(C(=O)O)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)Oc1c(cc(O)c(O)c1CC=C(C)C)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)c(Cl)c2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCC(=O)OC(C)C(C)=O,['Fatty acids'],['Fatty esters'],['Wax diesters'],['Wax monoesters'],['Fatty esters'],['Fatty acids'],False
C=CC(C)C(CC)CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,['Terpenoids'],['Steroids'],['Ergostane steroids'],"['Cholestane steroids', 'Stigmastane steroids']",['Steroids'],['Terpenoids'],False
CCC[C@@H]1[C@H]2C(=O)OC(=O)[C@@]23CC[C@@]12C(=O)OC(=O)[C@@H]2C[C@H](C)[C@H]3O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
CC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)c2coc(n2)C(C(C)C)NC(=O)C2N=C1OC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CC=C1NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)CCC)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
O=C(C=Cc1ccc(O)cc1)NCCc1c(C2c3c(O)cc(O)cc3OC(c3ccc(O)cc3)C2O)[nH]c2cc(O)ccc12,['Shikimates and Phenylpropanoids'],['Flavonoids'],['Flavan-3-ols'],['Chalcones'],['Flavonoids'],['Shikimates and Phenylpropanoids'],False
C/C=C1/C[N+]2(C)CCc3c([nH]c4ccccc34)C(CO)(C(=O)[O-])C1CC2,['Alkaloids'],['Tryptophan alkaloids'],['Iboga type'],['Corynanthe type'],['Tryptophan alkaloids'],['Alkaloids'],False
COc1cc(C)c(C(=O)Oc2c(C)cc(O)c(C=O)c2O)c(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
O=C(O)CCCC#C/C=C/CCCC/C=C(Br)\C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)c1c(C)cc(OC(=O)c2c(C)c(Cl)c(O)c(C=O)c2O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COC(=O)CCCCCCC[C@@H](O)/C=C/[C@@H]1O[C@H]1C/C=C\C#CBr,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Epoxy fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)CCCC#CC#CCCCC/C=C/C#C/C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCC1NC(=O)c2csc(n2)C(C)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C)OC(=O)C1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)CCCCC(=O)NC(CCNC(=O)n1ccc2ccccc21)C(=O)NC(C(=O)NC(CCNC(=O)n1ccc2ccccc21)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNC(=O)n2ccc3ccccc32)NC(=O)C(CCNC(=O)n2ccc3ccccc32)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,['Amino acids and Peptides'],['Oligopeptides'],['Lipopeptides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCC(=O)NC(CCC(N)=O)C(=O)N1CC(C)C2OC(=O)C(C(C)CC)NC(=O)C(Cc3ccc(O)cc3)N(C)C(=O)C(C(C)CC)N3C(=O)C(CCC3O)NC(=O)C(CC(C)C)NC(=O)C21,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC(=O)c1c([O-])c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CC1NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2CSC1=N2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCC(C)C1NC(=O)C(Cc2ccc([O-])cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)N=C([O-])C(Cc2ccccc2)NC(=O)C(NC(=O)C(O)COP(=O)(O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1CC=C2C(CCC(O)C2(C)C)C1(C)CCC1=CC(=O)OC1,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Halimane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
C=CCc1cc(OC)c(OC23CC(CC=C)C(=O)C=C2OCO3)c(OC)c1,['Shikimates and Phenylpropanoids'],['Lignans'],['Minor lignans'],['Neolignans'],['Lignans'],['Shikimates and Phenylpropanoids'],False
CC1(C)CC2C3OC(O)C(C)(C2C1)C1C(=O)OCC31O,['Terpenoids'],['Sesquiterpenoids'],['Protoilludane sesquiterpenoids'],['Marasmane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],True
CC1(C)CCC2(C)CCC3(O)C(C)(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,['Terpenoids'],['Triterpenoids'],['Taraxerane triterpenoids'],['Friedelane triterpenoids'],['Triterpenoids'],['Terpenoids'],False
Cc1cc2c(cc1O)C(C(C)C)CCC2C,['Terpenoids'],['Sesquiterpenoids'],['Chiloscyphane sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC(=O)c1c([O-])c(C)c([O-])c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,['Terpenoids'],['Diterpenoids'],['Tetracyclic diterpenoids'],['Kaurane and Phyllocladane diterpenoids'],['Diterpenoids'],['Terpenoids'],True
CC1C2C(CC(CO)=C3CCC32C)CC1(O)CO,['Terpenoids'],['Sesquiterpenoids'],['Protoilludane sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
